,Predict_in_You_Do
444,1.3372682019036886
445,1.4972488511087916
446,1.8254671973793768
447,1.582627502403379
448,1.466722072624074
449,1.5470527237187623
450,1.3842495630494442
451,1.2934739843496728
452,1.4611909873675972
453,1.950659769685051
454,1.5665907820415976
455,1.2823036947715134
456,2.280145740364497
457,1.4699058855876819
458,1.128834518896277
459,1.1704910705208607
460,1.2158799007875842
461,1.1736293536368376
462,1.286819374074857
463,1.5513790117280413
464,1.514266271219734
465,1.8207952586028555
466,1.7341232951641306
467,1.404428185587015
468,1.4652771655249386
469,1.4623916201741798
470,1.3403691574026089
471,1.5353562484270704
472,1.4845382463322818
473,1.3302134595414725
474,1.3268090292391348
475,1.337114440816533
476,1.4366052857439797
477,1.4664088885557631
478,1.6858403924516772
479,1.4720806287021735
480,1.4057438119950643
481,1.4822477012860786
482,1.620510359843068
483,1.502916427159588
484,1.307767109941675
485,1.262593176094778
486,1.5564331186035576
487,1.5656903444399337
488,1.6854804208098197
489,1.591935919515285
490,3.0953797038312114
491,2.212767280408875
492,1.2907995390191982
493,3.5083612485223163
494,4.521062738827953
495,2.3372190987590145
496,1.6505735035884777
497,1.5063767546414195
498,1.3962161695159527
499,1.3203082061498304
500,1.2524711445135843
501,1.4056514471394184
502,1.2113544492332964
503,1.5557685100543628
504,1.2833573392965993
505,1.4006727467435913
506,1.388782006141652
507,1.5049669465227802
508,1.8638891125705228
509,3.5228565921808324
510,6.777246506607431
511,8.870738384391615
512,7.182445250500504
513,3.7068983144742433
514,7.381722826195339
515,2.543715729071512
516,3.6658420905113345
517,4.064408029681003
518,2.654798126013138
519,2.5387898404136933
520,2.274123346339871
521,2.096870283966997
522,2.3037139546828485
523,1.4905494181258658
524,1.6667852876495581
525,1.7568317807513805
526,1.585255441259168
527,1.6277404378653435
528,1.7032377239273901
529,1.9606185081669996
530,1.6729297203677056
531,1.5607600000005992
532,1.5002524637544439
533,1.794486938655618
534,1.8463970533767253
535,2.291861904515194
536,1.4670594225780278
537,1.4914311410908652
538,1.4747430180664332
539,1.3289903524686455
540,1.572985877455117
541,1.7883660179462533
542,2.258264930894774
543,1.4597275501349027
544,1.574123214831881
545,2.3972169625976116
546,1.9150680095997372
547,1.5078869596307027
548,1.66829187182878
549,1.6523639820598106
550,2.1172916452187183
551,1.9338141007659324
552,1.6765886890626316
553,1.5784474159093647
554,1.5489344466400097
555,1.4298953098547975
556,1.5745887261982572
557,2.233803578550589
558,1.9085044408317025
559,1.7097131201646698
560,1.5009180115953462
561,2.4839245470009628
562,1.8521080062682047
563,2.1776452288635473
564,2.1499917758580285
565,1.5998267198470342
566,1.7655689282743363
567,2.0595240141197095
568,2.0299330687695107
569,2.00834083968384
570,3.3721275350512854
571,1.652472558308203
572,1.7354056489709697
573,1.770099163016355
574,2.1144068326810896
575,1.6331237955522688
576,3.184973780742837
577,3.078696031567524
578,2.0682031235150693
579,2.307501345824119
580,2.1888347105320607
581,2.377491046175055
582,2.668790077440667
583,2.431203237356283
584,2.3698875564301582
585,2.250709966272893
586,2.520174861027925
587,2.0733055231197026
588,1.9839776883243778
589,1.780217759517437
590,2.301444504519367
591,1.9695601272900467
592,2.2742354192953322
593,2.590182430168769
594,2.214803752160654
595,2.1333162204405416
596,2.287949842624611
597,1.9019946111393489
598,2.0565152074004733
599,1.7216911090234437
600,1.5810684137688034
601,1.7145506117271558
602,1.5774624231763408
603,1.4650846188227058
604,1.6615093025439205
605,1.6063047161376154
606,1.5428905620034374
607,1.6740293216306414
608,1.431681566305173
609,1.724748275880496
610,2.126284050371605
611,1.8182845537945163
612,1.883711684216973
613,2.0577655254167273
614,1.386365895901944
615,1.8993095396363253
616,1.84809634433925
617,2.1650187249237827
618,1.538916545003766
619,1.64735011790296
620,1.5375520527505189
621,1.7783763778030397
622,1.4714278681406385
623,1.8045077905409574
624,1.6815258021310033
625,1.6457272692907063
626,1.8715593180753973
627,1.6858403924516772
628,2.4021049071267453
629,1.6804212767372178
630,1.7252583312046248
631,1.762989567403452
632,1.5489344466400097
633,1.8695313226075592
634,2.0413022410920743
635,1.7063742414137997
636,1.672737364419832
637,1.3840449281729745
638,1.557788776950787
639,1.6815258021310033
640,1.5331132106353196
641,2.1960016037199344
642,1.5986445501994389
643,1.8068213809529883
644,3.0051449002648405
645,3.5430528536743675
646,1.814793268932255
647,1.8633380724461208
648,2.813985694074168
649,1.7208145902771226
650,1.576659331740087
651,1.7231907076219317
652,1.6099766385935284
653,1.7385728442431205
654,1.6253624338542005
655,1.4829783420660905
656,1.7717573390823365
657,1.704693246560569
658,1.8339430674405686
659,1.8697155949900128
660,1.7319027928658595
661,2.0515889290397045
662,1.4883473905869689
663,1.6870593285636117
664,1.8542389349685005
665,2.197553309410638
666,2.011543493934075
667,1.7628447713370659
668,1.8288888856729426
669,1.704693246560569
670,1.797584779110386
671,1.5789142060604846
672,2.002181034018464
673,1.8633380724461208
674,1.4295899892771928
675,2.111421895973604
676,2.3784285447061135
677,1.9889376409488295
678,1.866677421939267
679,1.9854448050792255
680,1.952358800737378
681,2.243843646454098
682,1.5799779656750768
683,1.7553029061674237
684,1.5288378599634995
685,1.5683159216080111
686,1.6988786084201526
687,1.5489344466400097
688,1.590054194630072
689,1.4998582043042563
690,1.579043894487915
691,1.8955069862067626
692,1.4764640258511172
693,1.3762007486485024
694,1.4156852563918156
695,1.4375259388900588
696,1.8348772096121773
697,1.491847691554057
698,1.7063742414137997
699,1.4320343805011693
700,2.809597745622052
701,2.6125741250232806
702,1.8317151018131326
703,2.118509311929006
704,1.6562772250901694
705,2.3133461097914387
706,2.7000542539858774
707,2.258227834972284
708,1.64735011790296
709,1.6284090422077797
710,1.4372898177496694
711,1.4942757979847805
712,1.1315636659050605
713,1.4176167610170616
714,1.7196277605528152
715,1.6643502421057226
716,1.4336584459882962
717,1.5380825448061703
718,1.4601352459180938
719,1.6893333344842905
720,1.4647958462092987
721,1.4749852921011526
722,1.6062519438831142
723,1.5697850731558127
724,1.613869027472392
725,1.5681355943103408
726,1.9833585645735443
727,1.8761457644053043
728,1.8031151346168182
729,1.711877051687869
730,1.8814232571883782
731,1.9247501856199278
732,1.7448385973330864
733,1.9468823299637255
734,1.9378208267798955
735,2.415399810338532
736,1.8843306556736823
737,1.6267514072055766
738,2.12268948816309
739,2.129394933147838
740,1.8232495286621853
741,1.8449114555449442
742,1.6455650723846136
743,1.6050650264058068
744,1.5979094188873169
745,1.5055109265721494
746,1.610294032421927
747,1.7085900796767293
748,1.3914308768800134
749,2.6354191296865683
750,1.948898187555642
751,1.6464032618341835
752,1.6451056012891423
753,1.8254671973793768
754,2.6094431041351442
755,2.96284334470719
756,2.741259378879561
757,1.4981099276105239
758,1.8254671973793768
759,1.4714278681406385
760,1.585229400686084
761,1.5222971314810116
762,1.7684425388264715
763,1.3723629754465774
764,1.782588052132274
765,1.8254671973793768
766,1.5938198712985214
767,1.5350788413980554
768,1.9865213801728985
769,2.095320830908176
770,2.086116662460686
771,1.636319344457175
772,1.9494425066464627
773,1.903619983901945
774,1.604616863644965
775,2.036746950944092
776,2.077908444594923
777,2.003892022314341
778,2.0329363787143655
779,1.4267981597115436
780,1.8081871963353318
781,2.0322018262032286
782,1.9721825221062053
783,1.7124958207347525
784,2.2810073833159135
785,1.7652499265889516
786,1.8292193876761564
787,1.8380145831121961
788,1.8348772096121773
789,1.8000077635077985
790,1.8031151346168182
791,2.476143366489497
792,1.8985920817756643
793,2.300801900197361
794,1.6740568209205713
795,1.618382165334505
796,1.7917181631269514
797,1.9414531127215655
798,1.8431848150214603
799,1.4601832176133793
800,1.4518121205060899
801,2.0932566743784196
802,1.9145961890978795
803,1.7317321028129582
804,1.8041817534107987
805,1.810802938012959
806,1.6427831834738578
807,2.094150892427223
808,1.9404328368963766
809,2.762006410691915
810,1.8068213809529883
811,1.657039208989461
812,1.8308427185282785
813,1.7813878802181657
814,1.8671681051331444
815,1.9167045543949184
816,1.952872006522524
817,1.7580154085196416
818,1.5019538951457125
819,1.7822659754442045
820,2.053409600538607
821,1.8217227037712052
822,1.6776906953319157
823,1.554567822396779
824,1.8733433119030471
825,1.8843306556736823
826,2.3314672085178185
827,2.091057148684377
828,2.439444207815845
829,1.801072544160464
830,2.0718755836966456
831,1.7719901898190202
832,1.4932206808009176
833,1.7164104900976944
834,1.6442680724829293
835,2.2312730990580047
836,1.9858035986016147
837,2.064808501794686
838,2.2106963660330607
839,2.5335405236775976
840,2.3155131833835476
841,1.9366752015626454
842,2.1337718373275676
843,2.392535465635787
844,2.8149565861182797
845,2.6163105227257244
846,2.5912037977265405
847,2.063486110043831
848,2.2786854374283236
849,2.323209345775581
850,1.7872500304803998
851,2.046943432664708
852,1.771495418577613
853,2.0830690059205867
854,1.5489344466400097
855,1.677856058734877
856,2.4871500850569723
857,1.5734510524796674
858,1.8336418327172301
859,2.0612840055607253
860,2.4713889281183556
861,1.7688492852852438
862,2.6777044261080167
863,2.51062990835726
864,2.517692169442568
865,2.434520274301229
866,2.302352016177831
867,2.8381256385721905
868,2.453832405573639
869,2.6329526582187888
870,1.7366604229245761
871,2.623325290583774
872,1.9766583501193657
873,2.4130203354548105
874,2.1588748034160288
875,2.089649292249098
876,1.9983694765476356
877,1.6611545262351577
878,2.0458005060756705
879,1.808424834815185
880,2.1960016037199344
881,1.9701425801866022
882,1.906279834649454
883,2.1268429749274302
884,2.0681691496877677
885,1.6253090354926354
886,1.6158851079088516
887,1.5572003274221824
888,3.838517282025149
889,2.878646555614303
890,2.8697702833803427
891,2.682371036201323
892,2.4884169465113
893,2.0781132558944053
894,2.9321465342386923
895,1.8605547511590705
896,1.9560183369168906
897,2.1821571557257076
898,1.485343213006509
899,2.0950454924769204
900,2.1076447165020635
901,2.3566883057401977
902,2.056346303784706
903,1.9238966990734148
904,2.340523247065246
905,1.8463970533767253
906,2.3176822870255203
907,2.139141415070928
908,2.255076907765418
909,2.1661570875736613
910,1.9126786496571602
911,2.1960016037199344
912,2.517816245914859
913,2.4659143802861605
914,2.2113138042572444
915,2.033403959455496
916,2.3590122317137476
917,2.2259281969900306
918,2.2808575089818497
919,1.9933860030964026
920,2.2841570202598107
921,2.106883169935579
922,3.841608212451264
923,4.767814452198452
924,2.2560773137659362
925,2.3379486833539485
926,2.6256533464244494
927,2.9846790141778587
928,3.0460983080381254
929,2.16441421311082
930,2.001589109274325
931,2.176751115026934
932,2.3024654802937423
933,2.24417540495273
934,1.8531731643290619
935,1.6257362715105999
936,2.2264401663595343
937,2.1325103673346155
938,1.9068748975606429
939,1.7843751703693762
940,1.726307252003477
941,2.2228223377814036
942,1.648974566803224
943,2.6165684022099733
944,2.4665220640197174
945,2.1912090739990577
946,2.2484557963573133
947,2.3248127473783025
948,2.4730539734536827
949,2.0127995338210325
950,2.1640231483549806
951,1.934481312660143
952,2.2011661685156554
953,3.1776575152279456
954,2.247311099933284
955,3.7971882530362837
956,3.2126128921858834
957,2.8093208418663633
958,3.162919490147391
959,1.992731208761658
960,2.5603586987803872
961,2.6644096891407854
962,2.511413624742981
963,2.724693450767209
964,2.7355015540256735
965,3.22159687083175
966,2.715132014196182
967,2.819491846717103
968,2.7877146306895684
969,2.6138619348777934
970,2.8227821605939
971,3.185235387256633
972,3.2761922495171456
973,1.6106114888219434
974,1.4539123264357576
975,2.2205596212186234
976,1.3679740008479677
977,5.83652538879761
978,3.084922841313647
979,2.3839829801618087
980,2.1916410530850565
981,2.9579317254523225
982,2.439404135709152
983,1.912867174902701
984,2.4846999270607237
985,2.4401255343529544
986,5.262452026562244
987,1.972700938843603
988,2.8951971699606163
989,1.7505804720558784
990,3.2352793998150435
991,2.4732977327007806
992,1.9281995937825305
993,2.6319148346293777
994,1.8591799201681745
995,2.146921335915288
996,4.344291316194088
997,2.102837747395747
998,2.3576563298786484
999,2.1735710484988937
1000,1.6840413027132248
1001,1.7314760992754479
1002,1.6778836208866408
1003,1.9746786531113159
1004,2.0347404971083654
1005,2.4663600003830526
1006,1.77992534945641
1007,2.285921214206641
1008,1.9370251818368465
1009,1.6300148133483812
1010,2.3643271230476985
1011,1.5868447253936326
1012,1.4968307925455924
1013,1.7825294884055956
1014,2.0837534844784384
1015,2.50058705070077
1016,2.7504609721266595
1017,2.293669726922364
1018,2.6221620368486303
1019,2.1450529877329525
1020,1.8186728886977948
1021,2.579567093886005
1022,1.4444852621062296
1023,1.3958951099506434
1024,1.620510359843068
1025,1.7054214742487486
1026,1.5810684137688034
1027,1.6347073625545445
1028,1.4613830223547475
1029,1.422094924805719
1030,1.5843182500678092
1031,1.3526228417010073
1032,1.613869027472392
1033,1.4927301825026487
1034,1.7164104900976944
1035,1.4678307995793394
1036,1.836203905841415
1037,1.9547977299913093
1038,1.6716935322771809
1039,1.9583974959995294
1040,1.5331132106353196
1041,1.7307936081813826
1042,1.649760291232019
1043,1.6592182380349991
1044,1.593191639775048
1045,1.4122244568251359
1046,1.4623916201741798
1047,1.6271790223718345
1048,1.4824181519304112
1049,1.5149380359204827
1050,1.5108870939044634
1051,2.0073183865935267
1052,1.637502474692129
1053,1.6110083973320932
1054,1.5828354970151137
1055,1.604748663230323
1056,1.32757208481037
1057,1.4129205812163501
1058,1.3436317964070899
1059,1.599353747120931
1060,1.2725461382339
1061,1.7628447713370659
1062,1.7177079619311053
1063,1.8329792904818454
1064,1.3002270824404047
1065,1.4054667356343167
1066,1.2486912103786392
1067,1.6937514250345511
1068,1.1270372588913817
1069,1.1575461624367733
1070,1.2830200788879618
1071,1.4005807150839416
1072,1.4744523417532975
1073,1.967425939517742
1074,1.5876530048893824
1075,1.634304615266028
1076,1.610558575076166
1077,1.5973845320699633
1078,1.369390440215007
1079,1.4075923841835225
1080,1.2727970103775985
1081,1.2455772619478114
1082,1.1359029806775793
1083,1.130244683631337
1084,1.2091079745939404
1085,1.3429698095419225
1086,1.2751827638092388
1087,1.2734244071343295
1088,1.2534179145557982
1089,1.2860163649157286
1090,1.2370742073424312
1091,1.3479205297686832
1092,2.0239065062048986
1093,1.7739415164978158
1094,1.7372596121071977
1095,1.7270163432677954
1096,1.537678343784603
1097,2.0945293304342565
1098,1.4287448263398301
1099,1.5973845320699633
1100,1.508580675373324
1101,1.7217476739488429
1102,1.433328776580707
1103,1.4101613051426916
1104,1.546569947581368
1105,1.3959409710823791
1106,1.4453634787811784
1107,1.46537344836529
1108,1.4211141192400978
1109,1.4111577321572681
1110,1.4840993574872205
1111,1.4725159632798142
1112,1.2614115234274008
1113,1.216599145126731
1114,1.3826814685376658
1115,1.3142925402506593
1116,1.5714879154539563
1117,1.5006714779760624
1118,1.3843632621651492
1119,1.3516899503811763
1120,1.4109027652241213
1121,1.52652911489247
1122,1.361137324210764
1123,1.6088662527675832
1124,1.2955366571150178
1125,1.386365895901944
1126,1.4186883682046207
1127,1.3034348322382592
1128,1.466673886106459
1129,1.3008680002363187
1130,1.5810684137688034
1131,1.5345493853341332
1132,1.2936864791078468
1133,1.150078499041377
1134,1.3114027002616406
1135,1.4258843770944643
1136,1.5983031971828319
1137,1.5713588476065121
1138,1.6151951129168427
1139,1.4474068025298334
1140,1.427923619181224
1141,1.3364117581040136
1142,1.431681566305173
1143,1.2759580481241177
1144,1.430200695640368
1145,1.552016250147556
1146,1.425252101206494
1147,1.233664942346721
1148,1.4307176509441504
1149,1.2919874980159236
1150,1.2835260027446302
1151,1.2515250896147414
1152,1.3742805223923775
1153,1.5697335006885464
1154,1.8338225676131878
1155,1.592694465442081
1156,1.6385518734518287
1157,1.5030892545980556
1158,2.028033267732467
1159,1.452122187111572
1160,1.572985877455117
1161,1.4568768652792259
1162,1.4172209371526192
1163,1.3494492020139828
1164,1.1019748717508018
1165,1.168781072786605
1166,1.208750513946608
1167,1.2635268416365357
1168,1.2503537954968633
1169,1.340589356203213
1170,1.264295039395752
1171,1.3785991434233107
1172,1.2634023130173029
1173,1.3123724595917121
1174,1.2323888916757366
1175,1.1061098662086206
1176,1.1493230596033215
1177,1.201524761714042
1178,1.242144563300142
1179,1.2992022707046718
1180,1.4552504027027757
1181,1.3873910892023509
1182,1.5801596547828063
1183,1.6563860584763666
1184,1.4942757979847805
1185,1.3516233399123039
1186,1.207897007893717
1187,1.4822477012860786
1188,1.2923908038830971
1189,1.4224921099544732
1190,1.4385653328247408
1191,1.5864798308387122
1192,1.4639058222420254
1193,1.3812739713181477
1194,1.3403031048156144
1195,1.2886808998478347
1196,1.4953562245420686
1197,1.5272314071112647
1198,1.4145229698064912
1199,1.2957494907336218
1200,1.3218707043439506
1201,1.3520452616600238
1202,1.3057922106091817
1203,1.4149645262564188
1204,1.4626078388260841
1205,1.4050050630557314
1206,1.3801852801232124
1207,1.4550352717073693
1208,1.6864774536998486
1209,1.4283458953212251
1210,1.4563983053232898
1211,1.4245499012637168
1212,1.5569189736211644
1213,1.4064367418976722
1214,1.493416925245846
1215,1.5810684137688034
1216,1.5764262527518773
1217,1.352000842642929
1218,1.866677421939267
1219,1.7551875734174875
1220,1.8176275605413403
1221,1.3723629754465774
1222,1.4677584657591773
1223,1.350779891372821
1224,1.4906963357458713
1225,1.4464560603131478
1226,1.4968307925455924
1227,1.4724433985775989
1228,1.5135699409750119
1229,1.5873139988592575
1230,1.2614115234274008
1231,1.40018964798714
1232,1.5352049292881753
1233,1.7883660179462533
1234,1.9919457394713715
1235,1.5764262527518773
1236,1.5036078561680466
1237,1.464843971025261
1238,1.6757901871850929
1239,1.6006679056359543
1240,1.613869027472392
1241,1.5259775404278637
1242,1.567852264733406
1243,1.4036440123216058
1244,1.5084319951377205
1245,1.6507361941560246
1246,1.5854898256673555
1247,1.3977996136876532
1248,1.613869027472392
1249,1.4165226940417133
1250,1.5489344466400097
1251,1.4714278681406385
1252,1.286798235832348
1253,1.4019157661970445
1254,1.46976101699898
1255,1.4458859147711252
1256,1.3828404695919527
1257,1.6996322715649275
1258,1.764844007801828
1259,1.6505735035884777
1260,2.196578854544318
1261,2.1822646964191863
1262,2.2129490320884564
1263,1.7566586337879186
1264,2.2338769685635333
1265,1.6762306929048556
1266,1.981730214597387
1267,1.267726475579331
1268,1.5509203620809933
1269,1.8068213809529883
1270,1.655841963050014
1271,2.10508424444239
1272,2.1587329538429603
1273,1.3912937425033258
1274,2.467818956540996
1275,2.076270680708477
