,Predict_in_we_do
171,0.8203566936246818
172,0.8156470183192868
173,0.8710454099947129
174,0.8118830993125412
175,0.822716307824342
176,0.8247702230183784
177,0.7775397266494688
178,0.8010307846128888
179,0.7462246847608592
180,0.7876086876472096
181,0.8436184773338837
182,0.8469334009261191
183,0.813765058815914
184,0.8001136875960168
185,0.8193345125746264
186,0.748259493767044
187,0.8485956392691997
188,0.8219998257799108
189,0.8257064262231019
190,0.7062927521512229
191,0.8133638288710325
192,0.8280946997045395
193,0.875860169333291
194,0.682410017336847
195,0.866985345076269
196,0.8713606620942627
197,0.781284539468363
198,0.783195158253513
199,0.776230952781641
200,0.7396617092338688
201,0.8865023159665769
202,0.8439719418091365
203,0.8869035459114585
204,0.8757741914879593
205,0.8340653834081334
206,0.8096572284278414
207,0.8233754713052188
208,0.8739686567359926
209,0.9018350317174062
210,0.692861102091618
211,0.6556804605325977
212,0.7335859414970916
213,0.7799280001309064
214,0.7898823240015382
215,0.7615191881359855
216,0.7581564990741214
217,0.7461004945398244
218,0.7577361629413883
219,0.7540582217799745
220,0.7356016443154249
221,0.7348851622709935
222,0.5552678902790361
223,0.5728264769145652
224,0.6956792647997143
225,0.5397441126496918
226,0.6372525423498254
227,0.575510896307701
228,0.6205346279797622
229,0.7436071370252036
230,0.6299730847784036
231,0.6610397462249437
232,0.6454968624077478
233,0.5838889596805841
234,0.748832679402589
235,0.8086446004717118
236,0.7739573164273124
237,0.7785141422298953
238,0.7978400512416882
239,0.7632482981365463
240,0.7674134470881735
241,0.8522449211488363
242,0.7747597763170755
243,0.7369963960285845
244,0.800333408756309
245,0.8645110937494997
246,0.7779409565943503
247,0.761079745815401
248,0.8636704214840336
249,0.8299957653957638
250,0.7909331643333708
251,0.861091086124081
252,0.6379499182064051
253,0.7730211132225888
254,0.7962064721803849
255,0.8060366058299819
256,0.8127715370476359
257,0.8563814108186861
258,0.8131727669925175
259,0.8322789548440181
260,0.6905492533615863
261,0.730968393761436
262,0.7860515333373124
263,0.751861010177052
264,0.80779437511232
265,0.7540582217799745
266,0.7066271104386241
267,0.6932623320364995
268,0.6167324965973137
269,0.7211000477361359
270,0.6585272825224713
271,0.5288153731986335
272,0.6727422862839878
273,0.5902895326108368
274,0.5264270997171959
275,0.3516341401577423
276,0.6493372061658995
277,0.7467596580207012
278,0.7739573164273124
279,0.5085819202638943
280,0.42841235603899763
281,0.38361789862115436
282,0.3531912944676395
283,0.4569665537830654
284,0.6764393336332531
285,0.7540582217799745
286,0.7019460944150064
287,0.7136104220983477
288,0.6585272825224713
289,0.6298680007452204
290,0.6107618128937198
291,0.5729506671356
292,0.6872916483329055
293,0.7329649903919178
294,0.7043057086146669
295,0.8499712847945077
296,0.8437999861184731
297,0.8200509946190577
298,0.8097814186488761
299,0.7962542376500137
300,0.8426249555656057
301,0.6555371641237115
302,0.8528658722540101
303,0.83013906180465
304,0.7600289054835685
305,0.8480320067275804
306,0.8657721021476987
307,0.8112048296438129
308,0.7177373586742718
309,0.8323362734075725
310,0.793139929030219
311,0.8615305284446656
312,0.8331673925791129
313,0.7692571942158433
314,0.9132796382404551
315,0.8448126140746025
316,0.8776848102731094
317,0.8940397070739939
318,0.9553132515137565
319,0.9026661508889464
320,0.9521702836121846
321,0.8426249555656057
322,0.9163175221088437
323,0.8046323010228966
324,0.8229551351724858
325,0.7885544439458589
326,0.9081018613326984
327,0.7510681033812147
328,0.7880481299677942
329,0.8270343062787812
330,0.7941812162681259
331,0.7991679312973675
332,0.8233181527416643
333,0.7920222170409063
334,0.822487033570124
335,0.8525697263423118
336,0.739270032382913
337,0.813765058815914
338,0.8140803109154637
339,0.6421055140641065
340,0.9021311776291044
341,0.873987762923844
342,0.821111388044816
343,0.8456055208704398
344,0.8310561588215221
345,0.8651607041364507
346,0.7839116402979442
347,0.8393577974429991
348,0.7894715409627309
349,0.806304092459903
350,0.8913839469626353
351,0.7887168465425967
352,0.8794425795554475
353,0.7269560943126208
354,0.8526843634694208
355,0.5826183981884593
356,0.7937226677596898
357,0.44836876924989
358,0.5672570231558527
359,0.4965927873870777
360,0.515708528332504
361,0.37336742883882423
362,0.2938570280948043
363,0.6435957967165236
364,0.37601363585625713
365,0.5534432493392178
366,0.5166447315372276
367,0.5510549758577802
368,0.7492816748170994
369,0.656970128212574
370,0.7206223930398483
371,0.7281884434290427
372,0.7863476792490106
373,0.784456166651712
374,0.6935584779481977
375,0.7122634358548168
376,0.8545090044092392
377,0.6652431075522738
378,0.8097814186488761
379,0.7902453415707167
380,0.6426022749482456
381,0.695841667396452
382,0.6326575041715394
383,0.7779409565943503
384,0.8354792413091445
385,0.7102763923182608
386,0.5187655183887441
387,0.6969116139161361
388,0.6931572480033161
389,0.7289813502248799
390,0.7608791308429602
391,0.5909486960917136
392,0.7401298108362305
393,0.6382269579302519
394,0.5962602163144308
395,0.8627246651853844
396,0.7249690507760648
397,0.6592724238486798
398,0.5350535435321484
399,0.5348529285597077
400,0.6216141275933721
401,0.5457912211046918
402,0.49155830688820723
403,0.27531447278492294
404,0.26870373178830376
405,0.4389016531694714
406,0.3655912103832635
407,0.18477024855666158
408,0.34323697059700775
409,0.06551897708152021
410,0.5598151629876933
411,0.47547089671724374
412,0.5902895326108368
413,0.5112090210934757
414,0.6346445477080955
415,0.33458186750027796
416,0.5129476841879622
417,0.2803585063777192
418,0.4403059579765568
419,0.41912674874316824
420,0.39029551127525386
421,0.3085496865526084
422,0.3873340521582712
423,0.4323577838303325
424,0.47483083942421833
425,0.6197130619021478
426,0.6903677445769971
427,0.7408558459745875
428,0.6329345438953862
429,0.6283203995292488
430,0.6545436423554334
431,0.657122977715386
432,0.7319428093418625
433,0.7428237833232921
434,0.6890016521456148
435,0.887801536740479
436,0.8665841151313876
437,0.8213597684868855
438,0.7659995891871624
439,0.7833671139441765
440,0.751669948298537
441,0.8165545622422331
442,0.7197244022108278
443,0.692861102091618
444,0.8395106469458111
445,0.7737949138305746
446,0.6585272825224713
447,0.7415436687372416
448,0.7857744936134655
449,0.75476515073048
450,0.8194300435138839
451,0.858874768333307
452,0.7879717052163882
453,0.6199518892502915
454,0.7474665869712067
455,0.8639188019261032
456,0.5291879438617377
457,0.7845134852152665
458,0.9380508107899257
459,0.9169766855897205
460,0.8948517200576827
461,0.9154195312798231
462,0.8618744398259925
463,0.7531411247631025
464,0.7672223852096585
465,0.6600175651748883
466,0.688380701040441
467,0.8110137677652979
468,0.7863476792490106
469,0.7874940505201007
470,0.8381636607022803
471,0.7591786801241767
472,0.7787529695780391
473,0.8425867431899027
474,0.8440770258423198
475,0.8395775186032913
476,0.7978400512416882
477,0.7858986838345003
478,0.7048024694988059
479,0.783653706761949
480,0.8104692414115302
481,0.7796509604070596
482,0.7277872134841612
483,0.7715977022276521
484,0.85248374849698
485,0.8729273694980857
486,0.7512496121658039
487,0.7478009452586081
488,0.7049266597198406
489,0.7381332142057487
490,0.35142397209137577
491,0.5466318933701578
492,0.8600784581679515
493,0.2785911840014553
494,0.13111051997572198
495,0.5148105375034835
496,0.7170973013812465
497,0.770260269078047
498,0.8144242222967908
499,0.8469334009261191
500,0.8776083855217034
501,0.8105074537872331
502,0.8970202723788281
503,0.7514979926078734
504,0.8634411472298157
505,0.8125709220751952
506,0.8175289778226597
507,0.7708047954318148
508,0.6464139594246199
509,0.27619335742609197
510,-0.10431592673046897
511,-0.2608624768917396
512,-0.1380861137579965
513,0.24657876625626596
514,-0.15400156823829625
515,0.46557389141016636
516,0.2530557639379247
517,0.1930336748024355
518,0.44071674101536396
519,0.46670115649340493
520,0.5307259919837836
521,0.5779182759769901
522,0.523207707064218
523,0.7764029084723045
524,0.711413210495425
525,0.6808146506512468
526,0.7405788062507408
527,0.7251983250302828
528,0.6988317857952119
529,0.6169904301333089
530,0.709273317456057
531,0.7496351392923521
532,0.7726294363716331
533,0.6684816063931032
534,0.6518974353380006
535,0.5262073785569036
536,0.785640750298505
537,0.7760589970909775
538,0.7826028664301165
539,0.8431217164497447
540,0.7450974196776208
541,0.6704686499296593
542,0.534795609996153
543,0.7885544439458589
544,0.7446770835448877
545,0.5000701135760508
546,0.6306609075410576
547,0.7696775303485763
548,0.7108877903295088
549,0.716466797182147
550,0.5722819505607974
551,0.6249959228430877
552,0.7080027559639321
553,0.7430817168592874
554,0.7540582217799745
555,0.800562683010527
556,0.7445051278542242
557,0.5411293112689256
558,0.6326575041715394
559,0.6966250210983636
560,0.7723715028356379
561,0.4794067714146528
562,0.6501014536799595
563,0.5559366068538386
564,0.5633689139280724
565,0.7352577329340979
566,0.6779296162856703
567,0.5883693607317609
568,0.596785636480347
569,0.6030047006260104
570,0.30162369345643936
571,0.716428584806444
572,0.6879508118137823
573,0.6764393336332531
574,0.5730748573566347
575,0.7232781531512069
576,0.3348302479423475
577,0.35456693999294764
578,0.5859237686867689
579,0.522252397671643
580,0.5529560415490045
581,0.5048753198207032
582,0.4376597509591239
583,0.4918831120816828
584,0.5067381731362245
585,0.5367444411570063
586,0.47098094257214107
587,0.5844908045979063
588,0.610102649412843
589,0.6731244100410179
590,0.523780892699763
591,0.614344223115876
592,0.5306973327020064
593,0.4550463819039895
594,0.5460969201103159
595,0.5678970804488781
596,0.5272009003251816
597,0.6346445477080955
598,0.5892195860911527
599,0.6925649561799196
600,0.7421168543727866
601,0.6949818889431345
602,0.7434447344284658
603,0.7864241040004165
604,0.7132569576230949
605,0.7329076718283634
606,0.756331858134303
607,0.708891193699027
608,0.79983664787217
609,0.6915332220359387
610,0.5698172523279539
611,0.6608200250646514
612,0.6402617669364367
613,0.5888661216159
614,0.8185416057787891
615,0.63546611378571
616,0.6513624620781586
617,0.5593184021035542
618,0.7578316938806459
619,0.7182341195584108
620,0.7583475609526364
621,0.67372625495834
622,0.7839116402979442
623,0.6652431075522738
624,0.7062927521512229
625,0.7188073051939559
626,0.6440256859431823
627,0.7048024694988059
628,0.4988855299292577
629,0.7066748759082528
630,0.6913612663452752
631,0.678779841645062
632,0.7540582217799745
633,0.6446561901422818
634,0.5935375845455919
635,0.6977618392755278
636,0.7093401891135372
637,0.8195160213592156
638,0.7507432981877391
639,0.7062927521512229
640,0.7600289054835685
641,0.5510549758577802
642,0.7356876221607567
643,0.6644979662260653
644,0.36862909425165213
645,0.2728688807399309
646,0.6619377370539641
647,0.6465859151152834
648,0.4068510230485791
649,0.692861102091618
650,0.7437408803401642
651,0.6920586422018549
652,0.7315797917726841
653,0.686890418388024
654,0.7260485503896745
655,0.7793643675892871
656,0.6758948072794854
657,0.6983350249110729
658,0.6558333100354097
659,0.6445988715787273
660,0.6891258423666495
661,0.5906143378043123
662,0.7772626869256221
663,0.7043821333660729
664,0.6494327371051569
665,0.5506441928189729
666,0.6020780505152126
667,0.6788276071146907
668,0.6574382298149357
669,0.6983350249110729
670,0.6674785315308993
671,0.742909761168624
672,0.6047911291901258
673,0.6465859151152834
674,0.8006868732315618
675,0.5738964234342492
676,0.5046460455664852
677,0.608650579136129
678,0.6455446278773767
679,0.6096727601861842
680,0.6194455752722268
681,0.5385213166271958
682,0.7425180843176682
683,0.6813209646293116
684,0.7616529314509459
685,0.7468265296781815
686,0.700322068447629
687,0.7540582217799745
688,0.7388210369684027
689,0.7727822858744451
690,0.7428619956989951
691,0.6366315912446516
692,0.7819245967613881
693,0.8228213918575253
694,0.8063709641173833
695,0.797467480578584
696,0.6555371641237115
697,0.7758965944942398
698,0.6977618392755278
699,0.7996933514632838
700,0.40775856697152546
701,0.45004056068689635
702,0.6565402389859152
703,0.5719475922733961
704,0.715091151656839
705,0.5207812212070774
706,0.4308866073657669
707,0.534805163090079
708,0.7182341195584108
709,0.724959497682139
710,0.7975630115178415
711,0.7749508381955905
712,0.9366465059828404
713,0.805578057321546
714,0.6932623320364995
715,0.7122634358548168
716,0.799034187982407
717,0.7581469459801957
718,0.7883920413491211
719,0.7035987796641613
720,0.7865387411275255
721,0.7825073354908589
722,0.7329267780162148
723,0.7462820033244137
724,0.7301754869655988
725,0.7468934013356617
726,0.6102841581974322
727,0.6426022749482456
728,0.665692102966784
729,0.6958894328660807
730,0.6409686958869423
731,0.6277281077058523
732,0.6847982908182847
733,0.62107915433353
734,0.6237922330084431
735,0.49567569037020565
736,0.6400707050579217
737,0.7255517895055356
738,0.5708012210023061
739,0.568967026968562
740,0.6592342114729768
741,0.6523655369403624
742,0.7188646237575103
743,0.7333566672428735
744,0.7359551087906777
745,0.7705946273654483
746,0.731465154645575
747,0.6970071448553936
748,0.8164208189272726
749,0.4449774209062486
750,0.6204773094162077
751,0.7185684778458121
752,0.7190270263542481
753,0.6585272825224713
754,0.45073793654347616
755,0.37687341430957466
756,0.4220786547662251
757,0.7734605555431734
758,0.6585272825224713
759,0.7839116402979442
760,0.7405883593446665
761,0.7641462889655668
762,0.6769838599870209
763,0.8244454178249029
764,0.672350609433032
765,0.6585272825224713
766,0.7374453914430947
767,0.75928376415736
768,0.6093575080866344
769,0.5783481652036488
770,0.58090839437575
771,0.7221413349740426
772,0.62031490681947
773,0.6341477868239564
774,0.7335190698396113
775,0.5948368053194939
776,0.58320113691793
777,0.6042943683059867
778,0.5959258580270295
779,0.8018236914087261
780,0.6640585239054808
781,0.5961360260933959
782,0.6135704225078903
783,0.6956792647997143
784,0.5289682227014454
785,0.6780347003188535
786,0.6573331457817525
787,0.6545436423554334
788,0.6555371641237115
789,0.6666951778289878
790,0.665692102966784
791,0.4812314123544711
792,0.6356858349460024
793,0.5239432952965007
794,0.7088816406051013
795,0.7285514609982211
796,0.6693795972221237
797,0.6227031803009075
798,0.65291006329413
799,0.7883729351612696
800,0.7917165180352823
801,0.5789213508391939
802,0.630804203949944
803,0.6891831609302042
804,0.6653481915854571
805,0.6632178516400147
806,0.7198485924318626
807,0.5786729703971244
808,0.6230088793065316
809,0.41769378465430573
810,0.6644979662260653
811,0.714823665026918
812,0.6568172787097619
813,0.6727422862839878
814,0.6453917783745646
815,0.6301641466569186
816,0.6192927257694147
817,0.680422973800291
818,0.7719702728907564
819,0.6724556934662153
820,0.5900984707323218
821,0.6597214192631902
822,0.7076206322069022
823,0.7519469880223837
824,0.6434716064954887
825,0.6400707050579217
826,0.5162435015923461
827,0.5795327488504418
828,0.4899151747329782
829,0.6663512664476609
830,0.5848920345427878
831,0.6758183825280795
832,0.7753616212343977
833,0.694351384744035
834,0.7193231722659463
835,0.5417884747498023
836,0.6095676761530009
837,0.5868790780793439
838,0.5471764197239255
839,0.4679048463280494
840,0.5202366948533096
841,0.6241361443897702
842,0.5677728902278433
843,0.5012069317532151
844,0.4066504080761384
845,0.44920944151535613
846,0.45481710764977157
847,0.5872516487424482
848,0.5295605145248421
849,0.5183069698803081
850,0.6708316674988377
851,0.5919326647660659
852,0.6759807851248172
853,0.5817586197351416
854,0.7540582217799745
855,0.7075633136433477
856,0.4786520769945185
857,0.7449254639869571
858,0.6559288409746672
859,0.587872599847622
860,0.48234912434378396
861,0.6768501166720604
862,0.4357204728921966
863,0.4731877072689893
864,0.47155412820768605
865,0.49109020528584546
866,0.5235516184455451
867,0.401883414207189
868,0.4864951671075596
869,0.44552194726001637
870,0.6875304756810492
871,0.4476522872054588
872,0.6122520955461368
873,0.4962488760057506
874,0.560971087352709
875,0.5799244257013977
876,0.6058992880855127
877,0.7133811478441296
878,0.5922574699595413
879,0.6639820991540748
880,0.5510549758577802
881,0.6141722674252126
882,0.6333357738402677
883,0.5696644028251419
884,0.5859333217806946
885,0.726067656577526
886,0.7294494518272416
887,0.7509630193480314
888,0.22628799475797234
889,0.39363909414926646
890,0.3954350758073075
891,0.43470784493606707
892,0.47835593108282026
893,0.5831438183543756
894,0.38293007585850036
895,0.6474552466625267
896,0.6183565225646912
897,0.5547329170191941
898,0.7784377174784893
899,0.5784245899550549
900,0.574937710672156
901,0.5099862250709796
902,0.5892673515607816
903,0.6279860412418475
904,0.513988971425869
905,0.6518974353380006
906,0.5196921684995419
907,0.5663112668572035
908,0.5356171760737677
909,0.5590127030979303
910,0.6313869426794148
911,0.5510549758577802
912,0.47152546892590885
913,0.48363879202376014
914,0.5470140171271878
915,0.595792114712069
916,0.5094130394354346
917,0.5431832264629619
918,0.5290064350771484
919,0.6073513583622268
920,0.5281657628116824
921,0.5751478787385225
922,0.22581989315561057
923,0.10020626112591957
924,0.5353592425377725
925,0.5146290287188942
926,0.4471364201334682
927,0.3726031813247642
928,0.36075734485683386
929,0.5594808047002919
930,0.6049630848807892
931,0.5561754342019825
932,0.5235229591637678
933,0.538435338781864
934,0.6497670953925583
935,0.7259148070747141
936,0.5430494831480015
937,0.5681168016091703
938,0.6331542650556785
939,0.6717678707035613
940,0.6910078018700223
941,0.5439952394466507
942,0.7176609339228658
943,0.4491521229518015
944,0.4834954956148739
945,0.552325537349905
946,0.5373271798864769
947,0.5179057399354265
948,0.4819574474928281
949,0.6017150329460341
950,0.5595858887334753
951,0.624795307870647
952,0.5496888834263979
953,0.3361676810919526
954,0.5376233257981753
955,0.23258348365504178
956,0.32980532053740286
957,0.40781588553507997
958,0.3388712066729399
959,0.6075424202407419
960,0.4617813131216435
961,0.43861506035169895
962,0.47300619848440006
963,0.425603746424827
964,0.42330145078872117
965,0.3281812945700252
966,0.4276481085249375
967,0.40571420487141485
968,0.41230583968018253
969,0.4497539678691239
970,0.40503593520268655
971,0.3347824824727188
972,0.31840847948398265
973,0.731350517518466
974,0.7908758457698163
975,0.5445875312700472
976,0.8263082711404242
977,-0.017411431287918333
978,0.35339190944008037
979,0.5032895062290286
980,0.552210900222796
981,0.3778382767960754
982,0.4899247278269039
983,0.6313296241158601
984,0.4792252626300636
985,0.48975277213624036
986,0.04280171972608604
987,0.6134175730050784
988,0.39030506436917967
989,0.6828876720331346
990,0.32571659633718175
991,0.4819001289292736
992,0.6266868204679454
993,0.4457512215142345
994,0.6478851358891855
995,0.5642000330996126
996,0.15430543202744362
997,0.5762655907278353
998,0.5097473977228358
999,0.5570256595613742
1000,0.7054234206039796
1001,0.6892691387755359
1002,0.707553760549422
1003,0.6128348342756076
1004,0.595409990955039
1005,0.48353370799057693
1006,0.6732199409802753
1007,0.5277167673971722
1008,0.6240310603565868
1009,0.724386312046594
1010,0.5081042655676068
1011,0.73999606752127
1012,0.7739573164273124
1013,0.6723697156208834
1014,0.5815675578566267
1015,0.47551866218687244
1016,0.4201298236053721
1017,0.5257488300484676
1018,0.44791022074145403
1019,0.5647063470776774
1020,0.6606958348436166
1021,0.45743465538542705
1022,0.7946588709644133
1023,0.8145579656117513
1024,0.7277872134841612
1025,0.6980866444690034
1026,0.7421168543727866
1027,0.7227145206095877
1028,0.7878952804649821
1029,0.8037438632878019
1030,0.7409227176320679
1031,0.8328712466674146
1032,0.7301754869655988
1033,0.7755526831129127
1034,0.694351384744035
1035,0.7853350512928811
1036,0.6551168279909785
1037,0.6187195401338698
1038,0.7097032066827158
1039,0.6176495936141857
1040,0.7600289054835685
1041,0.6894984130297539
1042,0.7173838941990189
1043,0.714059417512858
1044,0.7376746656973128
1045,0.80779437511232
1046,0.7874940505201007
1047,0.7253989400027235
1048,0.7795840887495793
1049,0.7669644516736631
1050,0.7685216059835605
1051,0.6033008465377088
1052,0.7217209988413097
1053,0.7312072211095797
1054,0.7414672439858356
1055,0.7334713043699825
1056,0.8437426675549184
1057,0.8075077822945476
1058,0.8367498028012693
1059,0.7354296886247613
1060,0.868360990601577
1061,0.6788276071146907
1062,0.6939119424234506
1063,0.6561390090410337
1064,0.8558464375588442
1065,0.8105838785386391
1066,0.8793661548040415
1067,0.7020798377299671
1068,0.9389774609007234
1069,0.9234441301774534
1070,0.8635939967326276
1071,0.8126091344508982
1072,0.7827175035572255
1073,0.6149747273149756
1074,0.7396999216095718
1075,0.722857817018474
1076,0.7313696237063175
1077,0.7361461706691926
1078,0.8257064262231019
1079,0.8097049938974701
1080,0.8682463534744681
1081,0.8808182250807555
1082,0.9344206350981406
1083,0.9373247756515686
1084,0.8980997719924378
1085,0.8370363956190418
1086,0.8671573007669325
1087,0.8679597606566956
1088,0.8771689432011188
1089,0.8622374573951711
1090,0.8848018652477934
1091,0.8348965025796737
1092,0.5985147464809079
1093,0.675178325235054
1094,0.6873298607086085
1095,0.6907689745218786
1096,0.7582997954830076
1097,0.5785678863639412
1098,0.8010307846128888
1099,0.7361461706691926
1100,0.7694100437186553
1101,0.6925458499920683
1102,0.7991679312973675
1103,0.8086446004717118
1104,0.7549466595150693
1105,0.8145388594238998
1106,0.7943054064891606
1107,0.7863094668733076
1108,0.8041450932326835
1109,0.8082338174329046
1110,0.7789249252687026
1111,0.7834817510712855
1112,0.8734718958518535
1113,0.8945078086763557
1114,0.8200892069947607
1115,0.8495891610374777
1116,0.7456514991253143
1117,0.7724670337748953
1118,0.8193822780442552
1119,0.8332724766122962
1120,0.8083389014660878
1121,0.7625318160921151
1122,0.829221964787778
1123,0.7319810217175655
1124,0.8579481182225093
1125,0.8185416057787891
1126,0.8051386150009614
1127,0.8544134734699816
1128,0.785793599801317
1129,0.8555598447410716
1130,0.7421168543727866
1131,0.7594843791298007
1132,0.8587792373940495
1133,0.9272080491841991
1134,0.8508692756235282
1135,0.8021962620718304
1136,0.7358118123817914
1137,0.745699264594943
1138,0.7296978322693112
1139,0.7934838404115461
1140,0.8013651429002902
1141,0.8398832176089154
1142,0.79983664787217
1143,0.8668038362916798
1144,0.8004384927894923
1145,0.7529022974149586
1146,0.8024541956078256
1147,0.8864067850273194
1148,0.8002283247231258
1149,0.8595434849081095
1150,0.8633647224784097
1151,0.8780478278422879
1152,0.8236334048412141
1153,0.7463011095122652
1154,0.6558715224111127
1155,0.7378561744819019
1156,0.7213484281782054
1157,0.7715308305701718
1158,0.5973301628341148
1159,0.7915923278142475
1160,0.7450974196776208
1161,0.7896912621230232
1162,0.8057404599182837
1163,0.8342373390987969
1164,0.9520556464850756
1165,0.9178269109491122
1166,0.8982717276831014
1167,0.8724974802714269
1168,0.8785923541960556
1169,0.8380681297630228
1170,0.8721440157961742
1171,0.8218087639013958
1172,0.8725547988349814
1173,0.8504393863968694
1174,0.8870086299446417
1175,0.9498775410700045
1176,0.927590172941229
1177,0.9017586069660002
1178,0.8824231448602815
1179,0.8563049860672802
1180,0.7903408725099742
1181,0.8181117165521304
1182,0.7424512126601879
1183,0.715052939281136
1184,0.7749508381955905
1185,0.8333011358940734
1186,0.8986825107219085
1187,0.7796509604070596
1188,0.8593619761235203
1189,0.8035814606910642
1190,0.7970471444458509
1191,0.7401298108362305
1192,0.7868922056027784
1193,0.8206814988181572
1194,0.8381923199840575
1195,0.8610337675605266
1196,0.7745305020628575
1197,0.762264329462194
1198,0.8068486188136708
1199,0.8578525872832518
1200,0.8462455781634651
1201,0.8331196271094842
1202,0.8533626331381491
1203,0.8066671100290815
1204,0.7874080726747689
1205,0.8107749404171541
1206,0.8211400473265933
1207,0.790426850355306
1208,0.7045827483385136
1209,0.8011931872096265
1210,0.7898823240015382
1211,0.8027407884255982
1212,0.7510681033812147
1213,0.8101826485937575
1214,0.7752851964829917
1215,0.7421168543727866
1216,0.7438268581854959
1217,0.8331387332973357
1218,0.6455446278773767
1219,0.6813591770050146
1220,0.6610301931310179
1221,0.8244454178249029
1222,0.7853637105746583
1223,0.8336641534632518
1224,0.7763455899087499
1225,0.7938659641685761
1226,0.7739573164273124
1227,0.7835104103530628
1228,0.7674898718395795
1229,0.7398241118306066
1230,0.8734718958518535
1231,0.8127715370476359
1232,0.7592359986877312
1233,0.6704686499296593
1234,0.6077716944949598
1235,0.7438268581854959
1236,0.7713302155977311
1237,0.7865196349396741
1238,0.7082797956877789
1239,0.7349520339284739
1240,0.7301754869655988
1241,0.7627419841584815
1242,0.7469984853688449
1243,0.8113385729587734
1244,0.7694673622822098
1245,0.717039982817692
1246,0.7404928284054091
1247,0.813765058815914
1248,0.7301754869655988
1249,0.8060270527360562
1250,0.7540582217799745
1251,0.7839116402979442
1252,0.8618839929199184
1253,0.8120550550032046
1254,0.784570803778821
1255,0.7940952384227941
1256,0.8200223353372804
1257,0.7000641349116337
